"x","y","z"
1144,3998,15
1280,2984,8
149,1526,25
751,4842,25
338,710,28
494,5098,6
351,2569,25
990,3111,14
148,3910,20
774,1537,28
229,3565,33
504,4754,34
1109,4932,21
734,821,7
1323,586,12
753,5031,30
148,3795,22
1308,4805,19
180,4063,6
268,1844,13
612,3980,15
1339,2096,31
131,1791,8
395,4573,10
853,2985,31
692,1768,9
1056,4212,6
43,5434,22
649,3888,20
64,3861,22
1180,2557,10
897,1235,28
194,5053,12
332,1057,23
583,4635,17
269,1672,27
660,1833,28
117,2257,18
1040,3306,14
1214,4879,20
399,3342,20
474,2594,6
1202,864,9
185,4420,15
632,4370,5
705,1857,28
1394,4524,26
590,3796,17
87,4397,21
212,3177,9
1092,3033,11
754,2962,32
352,3541,15
584,3110,10
360,3014,20
471,736,9
1060,3461,22
517,1052,13
971,4594,32
1359,1630,24
742,4830,21
752,2228,11
1387,4783,14
876,3018,27
288,3240,23
200,3857,7
794,4017,20
1203,353,9
937,4148,15
254,4600,22
1191,4442,23
1124,2787,22
1249,1849,6
288,3666,7
155,1274,23
673,4836,18
225,883,19
1016,1333,15
1197,1233,34
516,1158,21
1397,1938,24
270,1678,10
729,3990,7
923,4531,12
1017,2600,18
502,2491,16
488,3640,34
602,3777,16
1281,2812,30
1272,4811,18
582,2257,23
1239,1847,10
524,4603,16
1217,3051,13
699,4759,21
62,4882,24
94,949,30
346,5278,24
1334,2447,10
354,4427,13
1049,4719,26
360,4638,35
429,3078,20
528,4985,32
1260,3977,17
811,4575,27
799,2329,16
648,3630,31
270,5337,7
373,982,15
210,4618,25
1267,4142,10
71,5099,16
120,1751,20
1294,3959,16
545,3601,27
472,3117,25
1374,3758,6
621,5022,8
478,2640,7
336,2428,29
1225,1258,34
1403,3524,22
1061,3584,30
750,771,13
827,1330,14
995,4268,27
353,638,22
1038,925,6
1248,4776,26
1141,4712,10
648,3168,14
1146,1005,6
656,1463,13
558,5054,17
719,3159,13
1453,1953,18
311,3236,35
320,2666,6
223,4774,17
1191,4113,29
824,1575,9
558,2186,34
576,2652,13
1021,2587,26
312,3186,6
1405,2998,10
1031,3661,24
1296,4014,15
787,4613,27
514,1362,10
368,1138,21
650,830,27
1122,1826,21
1236,2416,17
1434,2594,14
1110,2058,23
539,3432,28
1199,2396,16
911,681,7
922,1795,6
868,1207,28
508,4863,14
1069,604,14
1407,3418,29
896,4780,10
318,626,22
86,5160,33
551,2210,24
1326,3438,34
1221,2612,13
493,2304,19
1267,5043,24
363,4001,30
836,1049,17
878,1967,21
493,2462,14
1383,1286,10
863,4127,31
425,1122,31
918,4082,17
1324,3794,33
786,5047,31
1226,2206,20
353,3118,12
1141,3034,16
1227,4304,31
248,4036,30
439,1585,19
1267,3421,30
248,5130,31
1207,4464,35
1237,3119,16
523,2316,11
248,4356,29
373,3115,12
70,5168,21
520,1421,16
782,1537,8
1018,3841,17
285,3666,27
338,3657,25
990,2322,22
867,1592,19
1026,3076,25
1358,1856,15
719,1960,23
1242,2534,26
1086,4023,14
898,4251,7
822,4662,34
1023,1203,22
1026,1641,24
999,3289,13
952,4992,21
472,1052,15
308,3978,30
519,718,27
861,1372,11
139,3059,10
716,4337,32
779,4973,30
980,1438,18
363,3890,11
380,2345,25
294,4538,32
1325,3954,12
496,1990,23
522,1332,10
481,4629,33
260,5223,28
872,2261,9
314,4621,33
1112,1648,10
1294,3914,32
452,3859,18
1024,4879,31
971,3559,8
233,3244,15
596,4784,7
1301,3934,6
399,5085,20
562,3047,28
477,857,15
345,4672,22
124,1978,32
409,4076,10
1151,1903,18
1168,1859,29
727,4835,11
280,3824,29
930,2533,25
1035,3346,9
1376,394,13
243,5052,17
1162,3573,9
1328,3621,31
1378,563,29
598,1925,17
704,2281,15
446,2583,16
88,5124,15
212,4363,9
648,4020,28
1360,1580,30
598,4110,32
833,3625,13
278,3512,32
983,4978,17
1073,2200,33
1140,1185,28
496,5238,33
239,4425,21
727,2372,13
68,3845,25
1332,3623,27
312,1736,8
1000,577,8
397,5003,22
1028,631,15
141,2026,24
1347,4288,13
1330,304,14
270,3898,9
977,873,17
445,2972,24
1343,5104,26
925,1776,26
1016,3570,25
799,3348,20
1337,2147,8
1420,1152,8
735,2004,24
418,2606,15
1313,1882,15
304,3236,32
65,4390,31
924,5051,6
326,4237,17
1291,3866,8
550,5015,23
220,4707,13
539,2646,25
291,2232,12
1384,2488,8
799,4204,26
1123,2514,10
230,4178,21
1425,2657,14
610,2837,12
1170,775,13
890,2495,8
1068,2980,22
1385,1782,14
663,1842,31
477,2579,6
408,3375,10
429,1295,14
226,5054,32
197,726,10
1007,3743,6
1097,548,14
1359,2571,17
642,2008,14
744,1597,19
1297,4966,28
1405,3430,23
1174,4376,9
448,507,12
440,4134,15
752,4022,7
856,3360,6
878,1273,24
884,1928,23
543,2797,6
1392,3217,30
1124,1430,34
